status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review,watson_sentiment,watson_score,covid_19,company_age
✅ Trip Verified ,,Couple Leisure,Economy Class,Ajaccio to Geneva,22-May,3,5,5,1,,1,1,no,3,  Very bad service at the counter. I'm traveling all around the world every year. Never see this. They limit to 15 kg for the check bin Baggage when other company allow 23kilo. They charge me 200 Euro more. For Cabin baggage they told me I had to pay extra 23 Euro per baggage and could not take them in Cabin. ,negative,-0.671596,0,27
Not Verified ,A320,Solo Leisure,Economy Class,London Gatwick to Murcia,22-Apr,3,5,1,1,1,3,3,yes,8,  Flight left the terminal over one hour late and then was held in a queue for 30 mins. As with my earlier flight there was no hot or fresh food available so my £6 voucher was again worthless. My application for a refund has been ignored (6 weeks and counting). Crew excellent especially the guy in charge who was brilliant in calming a screaming child.,negative,-0.678915,0,27
Not Verified ,A320,Solo Leisure,Economy Class,Murcia to London Gatwick,22-Apr,3,3,1,,,4,3,yes,8,  Flight left on time and arrived a few minutes early. Crew competent and efficient but unfortunately no hot or fresh food had been loaded. The £6 voucher was therefore worthless and my application for a refund has been ignored.,negative,-0.909166,0,27
✅ Trip Verified ,,Business,Economy Class,Gatwick to Nice,22-May,5,5,,,,5,1,no,5,"  The on-time is excellent, booking is easy. The timing and number of flights per day are good. But Easyjet lost its head since the covid. The luggage for the cabin is charged in addition of the ticket. Flight is shown 40USD, if you take the luggage in the cabin it is 80USD in total. Solution: use Swiss or BA.",positive,0.605727,0,27
✅ Trip Verified ,Easy8985,Solo Leisure,Economy Class,London Gatwick to Munich,22-May,1,1,1,1,1,1,1,no,1," The worst customer service I have ever experienced, thanks for nothing. More like Sleazy Jet. Wasted our whole day and was trying to compensate with bags of chocolate and baby sipping cup size drinks. Couldn't think if should drink or gargle with that drink, Left us in middle of nowhere, they said they will organise transport but no as of high demand they could not arrange any. Taxi cost was 320 euro, 2 hour drive - who will compensate that. Will not recommend anyone to use their services, would rather walk or swim than using Sleazy Jet.",negative,-0.863959,0,27
✅ Trip Verified ,,Solo Leisure,Economy Class,Amsterdam to Belfast,22-Apr,1,2,,,,2,2,no,2,"  Amsterdam to Belfast. I had my flight cancelled from Amsterdam to Belfast on 22nd April. The flight was already delayed and only cancelled while I was waiting in the departure lounge. No one there from easyJet. Just a message to say there were no rooms available, sort yourself out. No flights the next day I booked the Sunday and found a room miles away, used hotels.com was advised to keep receipts for expenses. Sunday flight was also cancelled while I was waiting in departures. I did manage to speak to someone who said he couldn't find any rooms or alternative flights, so again I was abandoned. I kept receipts for food, trams and buses. EasyJet has been very difficult to deal with, initially refused to pay anything as they said my flight was cancelled in February. It was but they put me on the earlier flight which was cancelled on that day. They argued about it but eventually agreed to a refund. They have however refused all expenses despite receipts and bus/tram/train despite tickets/receipts. The Sunday flight is still being dealt with.",negative,-0.784067,0,27
Not Verified ,,Family Leisure,Business Class,Amsterdam to Nice,22-May,1,1,1,1,1,1,1,no,2," Amsterdam to Nice. We went from Amsterdam Schiphol to Nice-France without any problem - when back easyJet stopped us because of our small suitcase. Hoped discussions with easyJet employee that our suitcase has not grown during the vacation in Nice! You have to pay - otherwise, we won't let you run away. The company must understand your bread comes through customers.",positive,0.461696,0,27
Not Verified ,,Solo Leisure,Economy Class,Seville to London,22-May,1,1,,,,1,1,no,2,"  Underseat luggage allowance seems very different from other airlines. The measuring box does not appear to match the online description, the special sized luggage purchased or the space beneath the seat. Passengers are treated like cattle, no smile, no please or thank you. The staff seem very bored and overtired I won't be flying easyJet again.",negative,-0.716394,0,27
Not Verified ,,Couple Leisure,Economy Class,Gatwick to Amsterdam,22-May,2,1,,,,1,1,no,1,"  We had to pay extra for a suitcase that so-called did not meet the dimensions. Measured at home and was ok. No problems on the way there. On the way back we had to pay extra because the suitcase was too big. The worst is not even the amount of 25 pounds, but the way we were addressed and the whole thing was handled. Very rude and customer unfriendly! We were sent to the side as if we were a bunch of criminals, only because we asked why it wasn't a problem on the outward journey and now it is. Never again will I fly with Easy Jet! I'd rather pay a little more for a little customer service!  We moesten extra betalen voor een koffertje dat zgn niet aan de maten voldeed. Thuis gemeten en was ok. Op de heenweg geen problemen. Op de terugweg moesten we bijbetalen omdat de koffer te groot was. Het ergste is niet eens het bedrag van 25 pond, maar de manier waarop we aangesproken werden en de hele boel afgehandeld werd. Zeer onbeleefd, onbeschoft en klantonvriendelijk! We werden naar de kant gestuurd alsof we een stelletje criminelen waren, alleen omdat we vroegen waarom het op de heenreis geen probleem was en nu wel.  Nooit meer vlieg ik met Easy Jet! Ik betaal liever iets meer voor een beetje klantvriendelijkheid!",negative,-0.549804,0,27
Not Verified ,A320,Couple Leisure,Economy Class,London Gatwick to Heraklion,22-Apr,4,4,,,,5,2,yes,8,"  Perfectly satisfactory flights. This was at a time when easyJet was getting a lot of media criticism because of cancellations due to staff Covid, but our experience was entirely positive. Rapid bag drop, speedy boarding was fully applied on this flight (not so good on the return, but that was down to the airport using buses for transfer to the plane), the flight left on time and arrived a little early, and the cabin crew were very pleasant. We had extra-legroom seats in one of the over wing emergency exit rows but the standard seats looked fine for someone my height (1.74 m). Space is helped by the thin seats, I was concerned on first sitting down that these seemed rather firm but they must be well shaped because I stayed comfortable for the 3hr50 flight. My only dissatisfaction would be with the price, hence my low mark for 'value for money' - it was £600 each and, even given that it was the start of a UK holiday period, that's pretty eye watering.",positive,0.563872,0,27
✅ Trip Verified ,A320,Family Leisure,Economy Class,Amsterdam to Luton,22-Mar,3,4,,,,1,3,yes,5,"  After arriving into the departure lounge at Amsterdam Schipol airport, our flight was suddenly shown as canceled. Went into phone app and switched to a later evening flight, but app noted we had to have a paper boarding pass. There is no Westjet customer service staff or desk near the gates, and no staff except those at the boarding gates. We went to boarding gate at departure time and staff said should have gone back through arrivals to check in to print pass, and we were creating problems. There were at least 10 passengers in the same boat who asked for boarding cards to be printed. Easyjet cancels the flight then expects checked in passengers to go back to check in then back through security? Eventually a supervisor did print the boarding cards but seemed poorly managed, and of course not a $ in compensation for an almost 3 hour delay. Staff handled our plight badly. The flight was fine.",negative,-0.780725,0,27
