status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review,watson_sentiment,watson_score,covid_19,company_age,log_company_size,log_net_profit
✅ Trip Verified ,AT7363,Family Leisure,Economy Class,Viena to Dubrovnik,Aug-23,1,1,1,,,1,1,no,1,"  In August 2023, I flew on vacation with my family. The flight was delayed for 12 hours, sat at the airport all day, the flight was constantly rescheduled, there were absolutely no refunds. Provided information for returns and refunds. I’ve been writing to them for a year now, every month, they constantly promise to make a refund and do nothing. Terrible company! I will not use their airline again!",negative,-0.908617,0,19,8.531707,5.905089
✅ Trip Verified ,,Business,Economy Class,Thesalonika to Larnaka,Apr-24,,,,,,1,1,no,1,  They lock your app so you can't check in and then they charge you extra 50 Euro.  They make problem to your flight in order to call them and charge you about 20 Euro or more. No one is answering. Is a ghost company. Be careful. They are stealing your money.,negative,-0.615738,0,20,8.531707,5.905089
✅ Trip Verified ,A321 Neo,Couple Leisure,Economy Class,Targu Mures to Budapest,Apr-24,3,4,,,,5,5,yes,10,"  Flight on time, boarding was fast and efficient. During the short flight paid catering service was provided and on-board shopping was available. Cabin crew was nice. No extras, just the flight.",positive,0.883003,0,20,8.531707,5.905089
✅ Trip Verified ,,Couple Leisure,Economy Class,Bucharest to Thessaloniki ,Mar-24,1,2,,,,1,2,no,2," Unacceptable company, with frequent cancellations, does not pay any attention to the passenger, even the plane had uncomfortable seats, and the pilot made a steep landing. Overall very bad experience.",negative,-0.976852,0,20,8.531707,5.905089
✅ Trip Verified ,A321,Solo Leisure,Economy Class,Dubai to Budapest via Barcelona,Mar-24,1,4,,1,,1,1,no,1," Traveling 6h from 19h to 1am, surprised theres no food included. - Only small bag included so had to pay 130€ (60 for one flight and 70 for another one even though it was a transfer with the same company). Felt like a scam. - seats are very uncomfortable with no leg space. - toilet was very dirty and no toilet paper. - second flight was delayed more than an hour. - long waitings for the buses that connect airport gate to plane.",negative,-0.945427,0,20,8.531707,5.905089
✅ Trip Verified ,,Solo Leisure,Economy Class,Abu Dhabi to Larnaca,Mar-24,1,1,1,1,1,1,1,no,1," This is a review regarding an overbooking of my son. He was actually supposed to fly today, regularly checked in online and with some extra but left grounded for overbooking at the counter. As a medical student he will be missing his lectures and tests, and there is no way the company can compensate for such inconvenience. In case of unexcused unattendance he might be further penalised by the school. I will never book him again with such an unreliable airline and I do not recommend it to anyone who is flying on a tight/non-flexible schedule.",negative,-0.800499,0,20,8.531707,5.905089
✅ Trip Verified ,,Solo Leisure,Economy Class,Paris to Antalya via Cluj Napoca,Mar-24,,,,,,2,1,no,1,  I bought 2 connecting flights from Paris to Antalya with the connection point Cluj Napoca. The company cancelled the second flight and did not want to refund the payments for the non cancelled flight. Never purchase air tickets from that company if you do not want to lose your money,negative,-0.915891,0,20,8.531707,5.905089
✅ Trip Verified ,,Couple Leisure,Economy Class,Yerevan to Larnaca,Mar-24,3,3,,,,1,1,no,1,  Absolutely appalling service. We received an email to check in online but when we clicked the link it said our itinerary did not exist. When we arrived at check in we where informed that we had to pay about $75 per person to check in. We had screen shot proof of their problem but the so called manager refused to help.,negative,-0.712853,0,20,8.531707,5.905089
✅ Trip Verified ,A321neo,Solo Leisure,Economy Class,Budapest to Athens,Feb-24,3,3,,,,1,1,no,1,"  It is one of the worst companies to fly and even though initially considered as cheap, in the booking course is not! When I have the option to fly with another company on the day & route, I always avoid Wizz.  Charging for cabin luggage more than ticket. Recently there is no option for random seat. It has to be paid extra! So what is the purchased ticket for?  For any reason, a change is required, you will get charged for calling to their call centre, making change , even changing name is €50. Customer care is one of the worst. In most of the cases there is always a delay. Minimum of 1 hour. There is no priority to families and people with assistance.",negative,-0.883841,0,20,8.531707,5.905089
✅ Trip Verified ,,Solo Leisure,Economy Class,Tirana to Athens,Mar-24,2,2,1,1,1,1,1,no,1," By far the worst airline I have ever traveled with in my life! They consistently cause issues for passengers, either with check-in (€45 fine if not done electronically) or with luggage if it's not precisely the size they demand, weighed down to the gram, of course. And naturally, the delays of 2 and 2.30 hours every time. But never again with Wizz!",negative,-0.848405,0,20,8.531707,5.905089
✅ Trip Verified ,,Couple Leisure,Economy Class,Rome to Belgrade,Feb-24,,,,,,,1,no,1,  Booked a ticket with Wizz air and had a death in the family and they did not accept the certificate of death because he died few days earlier than their rules. I asked at least to be refunded in the Wizz account so we can use it later but they refused. ,negative,-0.911789,0,20,8.531707,5.905089
✅ Trip Verified ,A321CEO,Family Leisure,Economy Class,Abu Dhabi to Larnaca,Feb-24,3,3,,,,5,5,yes,9,"  Ground staff at Abu Dhabi good, provided by Etihad. Boarding was fairly painless and via an airbridge which does slow the process down somewhat. Once onboard, constant reminders to take seats and not block aisles but ignored by many fellow passengers as they tried to swap seats with others as they clearly hadn't paid to sit togther; basics if flying a low cost carrier. Seats OK but any longer than 4 hours becomes uncomfortable. Crew OK and provided a good service. Their authority undermined on a couple of occasions when the seat belt sign was on for turbulence and pax just getting up and walking aroumd despite being asked to sit down. Disembarking was through front and back doors which meant a speedy process to the terminal. Flight was punctual and is the norm for this route. Good value for money.",negative,-0.435201,0,20,8.531707,5.905089
✅ Trip Verified ,,Solo Leisure,Economy Class,Belgrade to Hamburg,Feb-24,5,5,4,,,5,5,yes,10,  I usually book an emergency exit but this time I opted for a regular seat. I was surprised by how spacious it felt. Flights were on time and the Serbian staff was very friendly. The perfumes sold on the plane are 12% - 15% cheaper than those at Hamburg Airport. Only thing I would improve is their vegetarian sandwich which is a cheesy paste. It is edible and reasonably priced but not particularly tasty.,positive,0.379865,0,20,8.531707,5.905089
