status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review,watson_sentiment,watson_score,covid_19,company_age,log_company_size,log_net_profit
? Trip Verified ,,Solo Leisure,Economy Class,Paris to Cancun,19-Nov,1,2,1,2,,2,1,no,1,"  Paris to Cancun. I am disappointed by the poor customer service. My outbound flight was missed due to no reason of my own, the airline staff were lovely and understanding at the airport desk, however the customer service helpline was disgusting.  I was eventually provided a return ticket free of charge as a goodwill gesture. My food onboard was terrible. I did not eat much apart from a muffin. My seat were uncomfortable, and my tv screen was broken. I submitted a complaint upon my arrival and had no response.",negative,-0.981396,0,86,9.716435,5.638355
? Trip Verified ,Boeing 777,Solo Leisure,Economy Class,Paris CDG to New York JFK,19-Nov,4,4,4,4,,3,4,yes,7," I chose to fly from Paris to New York via Air France because they were using the A380. However, after booking, the flight was changed to a B777. I had an overweight suitcase and a small suitcase to check. I paid 80€ for the second case which I could have taken into the cabin. When I got to checking in they weighed my large case and it was over 23kg. So I asked if I could take the small case into the cabin and use the 80€ to pay for the overweight case. The agent said she would check both and I would not have to pay another 80€. Arriving in NY my large case was nowhere to be found and after going to the AF desk it was determined that it did not get on the flight as the agent hadn't properly activated it. AF put it on the next flight and it was delivered to my my residence the next day. The flight was pleasant - I was in seat 39A which is at a bulkhead so it had lots of leg room. Entertainment and food were fine. We arrived at JFK early so we could not get a gate for almost an hour. The B777 is fine but I prefer the A380.",positive,0.313342,0,86,9.716435,5.638355
? Trip Verified ,,Business,Economy Class,"Prague to Paris via Washington, D.C.",19-Dec,4,3,4,4,5,5,5,no,1," I am very disappointed with Air France service and customer support and would convince everyone to avoid this airline in future. It was not possible to reach support via phone (support line was not even posted on their website, moreover no one responded), or official app. Help desk was closed, though it should have been opened according to the opening hours. I contacted help via app to find out where other help desks were located in CDG airport, but I was denied to obtain any answer, I was told to find out it myself. My flights were delayed due to the strike in Paris, and it turned out once in trouble Air France does not care about their customers, and holders of Flying Blue loyalty program. I obtained new ticket for flight to Washington next day, but obtained no hotel to stay because of delay. Also quality of service and seats onboard was poor. Avoid CDG airport and Air France if you can!",negative,-0.836177,0,86,9.716435,5.638355
? Trip Verified ,Boeing 787,Couple Leisure,Premium Economy,Detroit to Paris CDG,19-Nov,1,1,1,3,,2,1,no,4," Disappointing experience in Air France Premium Economy. The arriving plane was delayed inbound due to mechanical problems and then had further mechanical problems resulting in more delays leaving Detroit. Gate agents did a reasonable job of keeping everyone informed. I had read poor reviews of the Premium Economy seating and was still surprised to discover how uncomfortable the seats were. They do not really recline but slide forward and finding a comfortable seating position was difficult. My wife did better since she is shorter but at almost 6ft I could not get comfortable in the seats at all. Footrest was basically useless. I managed to make the seat a bit more bearable by sitting on the folded blanket and the pillow provided on the seat. The ""inspired gourmet meal"" per the AF website was the same as regular economy and not that inspiring. The appetizer ""inspired by the Business Class menu"" was a meat pate that really didn't pair well with a vegetarian meal. The ""chilled oshibori towel"" was missing, replaced by a wet wipe tossed on the tray table. Service was minimal and indifferent with the crew disappearing right after the meal was served - there were no water runs or crew service for the majority of the flight. In general, the flight experience reflects what seems to become the norm. However, the Premium Economy hype on the Air France website raises unrealistic expectations. This flight was a code share with Delta and the Delta service on the Delta return flight was significantly better. All in all, the Air France Premium Economy product is poor and not a good value for money.",negative,-0.581973,0,86,9.716435,5.638355
? Trip Verified ,Boeing 777,Solo Leisure,Business Class,Paris to Tokyo,19-Nov,4,5,5,5,,4,5,yes,10,"  Overnight flight from Paris to Tokyo. Departure and arrival were punctual. Boeing 777 with what I believed to be the latest seating. The seat was well-designed giving me a fair amount of privacy. Food, wine and IFE choice were excellent. The FAs were very friendly and attentive (some might have found them too friendly but I appreciated it). Overall a perfect flight. I could not fault it in any way.",positive,0.819971,0,86,9.716435,5.638355
? Trip Verified ,Boeing 777-300,Family Leisure,Economy Class,Paris to Buenos Aires,19-Nov,1,1,1,1,1,1,1,no,1,"  I flew with Air France from Paris to Buenos Aires. They managed to lose my bag in Paris, which I discovered in Buenos Aires. After I filled a complaint they identified my bag, but don't want to send it to me. Air France is very impolite in communication and they treat the passengers in very bad manner. I wound not recommend that company to no one.",negative,-0.906525,0,86,9.716435,5.638355
? Trip Verified ,,Family Leisure,Economy Class,Paris to New York,19-Dec,2,1,1,3,,1,1,no,1,  Paris to New York. Air France is very rigid and unforgiving with the carry on baggage allowance. They weigh the 2 carry ons that you¡¯re allowed and will be coerced to check in the luggage if both weighs over 10kG for 50 euros a pop. Simply put it¡¯s the same carry on I had and a little bit lighter because I disposed of some gifts and toiletries on my way back but I flew in via Delta. I will never fly Air France if given any choice.,negative,-0.645564,0,86,9.716435,5.638355
? Trip Verified ,,Family Leisure,Economy Class,Salt Lake City to Istanbul via Paris,19-Nov,,,,,,,1,no,1,  Salt Lake City to Istanbul via Paris with Delta / Air France booked for December 2019. I have my ticket for Istanbul which I got it 3 months ago and I paid full amount not they are changing my flight info which I planned for since 3 months ago and I called them and they did not provide any adjustment and they are expecting me to cancel my entire trip which I planned 3 months ago. This is the first and last time I will fly with Air France. ,negative,-0.356484,0,86,9.716435,5.638355
? Trip Verified ,E190 / A321,Business,Business Class,Aberdeen to Lisbon via Paris,19-Oct,5,5,3,,,5,5,yes,8,"  Flight from Aberdeen to Lisbon via Paris, both flights were more or less on time. Air France lounge is Paris is rather nice although really busy. The crew was very friendly and polite in both flights. The only thing I would criticise was the meal on the flight between Paris and Lisbon. That cold meal was totally uninspired.",positive,0.515068,0,86,9.716435,5.638355
? Trip Verified ,Boeing 777,Couple Leisure,Economy Class,Paris CDG to New York,19-Nov,3,4,3,2,1,1,1,no,1,  Poor customer service and they just don¡¯t care. Flew JFK to CDG with no issues but on return trip before entering passport control they made me weigh my carry-on bag which was 12kg. They then made me add my personal item (backpack with computer) to the scale and told me I was overweight and needed to check my bag. Very rude and unprofessional. Charged me €50 to check a carry on size bag that has been all around the world on dozens of airlines. Will not fly Air France again and neither should you!,negative,-0.878225,0,86,9.716435,5.638355
? Trip Verified ,,Solo Leisure,Economy Class,Stockholm to Biarritz via Paris,19-Nov,4,5,,,,1,2,no,1,"  My flight was overbooked from Stockholm to Biarritz via Paris. I was not aware of this until I was dropping off my bag. They told me I had to go to the boarding gate and they would send my bag to paris for me to get later. When i got to boarding gate after everyone was boarded they told me that there were no seats available. When I asked how this could happen it was stated ""It is just the airline."" I then was walked by a staff member to a baggage collection area where i was told to get my bag and then go to information desk. This was after being told i would pick up my bag at a later time in France. I waited at the conveyor belt which had stopped running and then noticed my bag next to a man on the other side of the area. After getting back my bag i found the information desk where they booked me a hotel for the night and gave me compensation. However, I did not feel the situation was handled well being passed between multiple staff members and being given poor instructions. I asked for a pen to write down my bus stop, bus time and hotel name. The staff member said no and handed me a piece of scrap paper with random information sprawled across it. With BW, 7, 17 and 37. BW for. Best Western, 7 for bus stop and 17 and 37 for the minute the bus came every hour. I was not given a booking confirmation for the hotel and everything i should have automatically been given such as confirmation of compensation I had to ask for specifically. There were other people in the same situation as me with Air France.  If a flight has been overbooked it needs to be established and fixed with the customer before the day of the flight. Today i flew from Biarritz to London with a stop in Paris. My bag has been left in Paris and the flight was delayed. People have deadlines, other flights and events they need to attend. It is totally unprofessional to overbook flights when people are paying money for a seat and to put to flights so close together when you can't even get the baggage on the connecting flight.",negative,-0.745572,0,86,9.716435,5.638355
